GrLivArea,SalePrice,MSZoning,LotFrontage,LotArea,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal
1838,185000,RM,78.0,10126,,AllPub,Corner,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593.0,LwQ,162.0,83.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,Unf,3.0,TA,TA,Y,160,67,0,0,0,0,,,,0
1563,245000,RL,137.0,10206,,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,144,99,0,0,0,0,,,,0
1888,190000,RL,80.0,16492,,AllPub,Corner,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247.0,Rec,713.0,557.0,1517.0,GasA,Ex,Y,SBrkr,1888,0,0,0.0,0.0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1668,140000,RL,96.0,9600,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,Unf,0.0,736.0,856.0,GasA,Ex,Y,SBrkr,1112,556,0,0.0,0.0,1,1,3,1,TA,6,Min2,0,,Attchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0
2373,258000,RL,62.0,11631,,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1052.0,1052.0,GasA,Ex,Y,SBrkr,1052,1321,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,120,46,0,0,0,0,,,,0
936,140000,RM,79.0,6710,,AllPub,FR3,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,TA,TA,PConc,Ex,TA,Av,Rec,16.0,GLQ,904.0,0.0,920.0,GasA,Ex,Y,SBrkr,936,0,0,2.0,0.0,0,1,0,1,TA,3,Typ,0,,Attchd,Fin,2.0,TA,TA,Y,0,40,0,0,0,0,,,,0
1329,176000,RL,105.0,12285,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,Gd,Y,SBrkr,1329,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,0,0,203,0,0,0,,,,0
2826,334000,RL,69.0,11025,,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118.0,Unf,0.0,216.0,1334.0,GasA,Ex,Y,SBrkr,1520,1306,0,1.0,0.0,2,1,3,1,Gd,9,Typ,3,TA,Attchd,RFn,3.0,TA,TA,Y,177,208,186,0,0,0,,,,0
1017,114000,RM,32.0,9143,Grvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,709,308,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,1.0,TA,TA,N,0,0,139,0,0,0,,,,0
1719,324000,RL,111.0,10846,,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619.0,Unf,0.0,100.0,1719.0,GasA,Ex,Y,SBrkr,1719,0,0,2.0,0.0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,Fin,2.0,TA,TA,Y,122,30,0,0,0,0,,,,0
2596,342643,RL,85.0,16259,,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0.0,1249.0,1249.0,GasA,Ex,Y,SBrkr,1249,1347,0,0.0,0.0,3,1,4,1,Gd,9,Typ,0,,Attchd,RFn,3.0,TA,TA,Y,240,154,0,0,0,0,,,,0
1120,129000,RL,70.0,6970,,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932.0,Unf,0.0,108.0,1040.0,GasA,TA,Y,SBrkr,1120,0,0,1.0,0.0,1,1,3,1,Fa,5,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,168,0,0,0,0,0,,,Shed,400
1190,132500,RL,67.0,7728,,AllPub,Inside,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,GasA,TA,Y,SBrkr,1190,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,Unf,2.0,TA,TA,Y,0,18,0,0,0,0,,GdWo,,0
1960,216500,RL,38.0,7851,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625.0,Unf,0.0,235.0,860.0,GasA,Ex,Y,SBrkr,860,1100,0,1.0,0.0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,Fin,2.0,TA,TA,Y,288,48,0,0,0,0,,,,0
1179,182000,RL,43.0,4740,,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,248.0,Unf,0.0,918.0,1166.0,GasA,Gd,Y,SBrkr,1179,0,0,1.0,0.0,2,0,2,1,TA,5,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,108,0,0,135,0,,,,0
990,156000,RL,70.0,13568,,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,0.0,1.0,1,0,3,1,TA,5,Typ,0,,Attchd,Unf,2.0,TA,TA,Y,224,0,0,0,0,0,,,,0
981,143250,RL,72.0,10530,,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,LwQ,35.0,664.0,981.0,GasA,TA,Y,SBrkr,981,0,0,1.0,0.0,1,1,3,1,TA,5,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,0,312,40,0,0,0,,,,0
935,137000,RL,50.0,13526,,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,935.0,GasA,TA,Y,SBrkr,935,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,180,0,0,0,0,0,,MnPrv,,0
803,87000,RM,68.0,5000,,AllPub,Inside,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116.0,Unf,0.0,604.0,720.0,GasA,Po,N,FuseF,803,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,0,0,244,0,0,0,,,,0
1392,121500,RL,21.0,11341,,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,0.0,90.0,1392.0,GasA,TA,Y,SBrkr,1392,0,0,1.0,0.0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,0,0,95,0,,,,0
630,80000,RM,100.0,1477,,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0.0,121.0,630.0,GasA,TA,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,TA,3,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1640,131000,RL,80.0,21370,,AllPub,FR2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,FuseA,1640,0,0,0.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,0,225,0,0,0,,,Shed,600
2048,301000,FV,72.0,8010,Pave,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,964.0,Unf,0.0,90.0,1054.0,GasA,Ex,Y,SBrkr,1072,976,0,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Gd,Detchd,Unf,2.0,TA,TA,Y,0,48,0,0,180,0,,,,0
1852,252678,FV,90.0,8640,,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822.0,Unf,0.0,78.0,900.0,GasA,Ex,Y,SBrkr,932,920,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,168,108,0,0,0,0,,,,0
1995,237000,RL,80.0,11250,,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,GLQ,685.0,Unf,0.0,245.0,930.0,GasA,Ex,Y,SBrkr,950,1045,0,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,275,170,0,0,0,0,,,,0
1362,163000,RL,74.0,10197,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Rec,374.0,700.0,1362.0,GasA,TA,Y,SBrkr,1362,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,20,0,0,0,0,,,,0
1538,260000,RL,52.0,8847,,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,Av,GLQ,769.0,Unf,0.0,769.0,1538.0,GasA,Ex,Y,SBrkr,1538,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,146,40,0,0,0,0,,,,0
1487,113000,RL,47.0,8741,,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94.0,Unf,0.0,641.0,735.0,GasA,TA,Y,FuseA,798,689,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,0,140,0,0,0,0,,MnPrv,,0
3279,538000,RL,21.0,53504,,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690,1589,0,1.0,0.0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,503,36,0,0,210,0,,,,0
987,85400,RM,79.0,1680,,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,TA,4,Typ,0,,Detchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1797,213500,RL,54.0,9245,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,939,858,0,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,144,53,0,0,0,0,,,,0
1512,231000,RL,67.0,7609,,AllPub,Corner,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,Fa,TA,No,ALQ,406.0,Unf,0.0,392.0,798.0,GasA,Ex,Y,SBrkr,798,714,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,P,85,16,41,0,0,0,,GdPrv,,0
1663,192500,RL,52.0,12774,,AllPub,FR2,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,835,828,0,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,168,68,0,0,0,0,,,,0
747,79900,RL,69.0,5825,,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,Y,SBrkr,747,0,0,0.0,0.0,1,0,1,1,TA,5,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,0,0,32,0,0,0,,,,0
1633,129000,RM,58.0,11851,,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,Unf,0.0,247.0,1027.0,GasA,Ex,Y,SBrkr,1027,606,0,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,0,100,126,0,0,0,,,,0
1190,166000,RL,60.0,7250,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1190,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,21,0,0,0,0,,,,0
1628,189000,RL,41.0,8400,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,GLQ,284.0,Unf,0.0,100.0,384.0,GasA,Gd,Y,SBrkr,958,670,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,TA,TA,Y,48,72,0,0,0,0,,,Shed,490
1475,129500,RM,54.0,2665,,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,0.0,232.0,550.0,GasA,TA,Y,SBrkr,925,550,0,0.0,0.0,2,0,4,1,TA,6,Typ,1,TA,Attchd,Unf,1.0,TA,TA,Y,92,26,0,0,0,0,,,,0
1422,136500,RL,65.0,7223,,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,GasA,TA,Y,SBrkr,1422,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,Unf,1.0,TA,TA,Y,0,0,64,0,0,0,,MnPrv,,0
1776,192500,RL,90.0,14006,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,840,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,144,96,0,0,0,0,,,,0
1611,250000,RL,50.0,11664,,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,RFn,3.0,TA,TA,Y,262,93,0,0,0,0,,,,0
1376,119500,RM,83.0,8600,,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780,596,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,N,0,0,0,0,0,0,,,,0
1670,170000,RL,95.0,13355,,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,No,ALQ,583.0,Unf,0.0,242.0,825.0,GasA,TA,Y,SBrkr,845,825,0,0.0,0.0,1,1,4,1,TA,7,Typ,0,,Attchd,Fin,2.0,TA,TA,Y,0,0,0,0,0,0,,,,0
2020,404000,RL,68.0,12350,,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1232.0,Unf,0.0,788.0,2020.0,GasA,Ex,Y,SBrkr,2020,0,0,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,192,98,0,0,0,0,,,,0
1432,157000,RL,79.0,8286,,AllPub,Corner,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,531.0,Unf,0.0,185.0,716.0,GasA,Ex,Y,SBrkr,716,716,0,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,136,0,0,240,0,,GdPrv,,0
1091,104000,RL,21.0,7801,,AllPub,Corner,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,0.0,591.0,1091.0,GasA,Fa,N,FuseA,1091,0,0,0.0,1.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,1.0,TA,TA,Y,66,105,0,0,221,0,,MnPrv,,0
1302,112000,RM,53.0,1680,,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,SBrkr,630,672,0,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1062,131000,RL,72.0,8128,,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490.0,Unf,0.0,572.0,1062.0,GasA,Gd,Y,SBrkr,1062,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1278,198600,FV,134.0,8640,,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1254.0,1278.0,GasA,Ex,Y,SBrkr,1278,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,60,0,0,0,0,,,,0
2152,260116,RL,60.0,16659,,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1582.0,1582.0,GasA,Ex,Y,SBrkr,1582,570,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,368,0,0,0,0,,,,0
792,99500,RM,100.0,8520,,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,TA,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,1.0,TA,TA,Y,0,0,81,0,0,0,,GdWo,,0
1632,143000,RL,85.0,25000,,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1632.0,1632.0,GasA,TA,Y,SBrkr,1632,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,,Attchd,Unf,2.0,TA,TA,P,0,0,0,0,0,0,,,,0
1879,239900,RL,69.0,10560,,AllPub,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,474.0,Unf,0.0,605.0,1079.0,GasA,Ex,Y,SBrkr,1079,800,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,400,100,144,0,0,0,,MnPrv,,0
1024,120875,RL,82.0,13052,,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,712.0,Unf,0.0,312.0,1024.0,GasA,TA,Y,SBrkr,1024,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0
1982,228500,RL,77.0,11287,,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421.0,Unf,0.0,386.0,807.0,GasA,Gd,Y,SBrkr,1175,807,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,84,0,196,0,0,,,,0
1092,146000,RL,75.0,9278,,AllPub,FR2,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,,,0.0,,,Y,0,52,0,0,0,0,,,,0
2098,240000,RL,85.0,9375,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Ex,Y,SBrkr,1044,1054,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,331,38,0,0,0,0,,,,0
2046,284000,RL,24.0,10625,,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,998.0,GasA,Ex,Y,SBrkr,1006,1040,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,RFn,3.0,TA,TA,Y,320,62,0,0,0,0,,,,0
1032,116500,RM,53.0,1879,,AllPub,CulDSac,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,150.0,516.0,GasA,TA,Y,SBrkr,516,516,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,TA,TA,Y,213,0,0,0,0,0,,GdPrv,,0
